attempt_id,Prologue,Start,Crossing,{Forsaken City} Chasm,Start2,Intervention,{Old Site} Awake,Start3,Huge Mess,Elevator Shaft,{Celestial Resort} Presidential Suite,Start4,Shrine,Old Trail,{Golden Ridge} Cliff Face,Start5,Cassette,5B Start,Central Chamber,Through the Mirror,{Mirror Temple} Mix Master,Start6,Lake,Cassette7,6B Start,Reflection,Rock Bottom,{Reflection} Reprieve,0m,500m,1000m,1500m,2000m,2500m,{The Summit} 3000m
908,28067,47515,70668,89674,109122,165799,176321,195769,289200,325835,376019,395467,411430,454932,500797,520245,530053,554142,598052,625762,661665,681113,721216,731024,800774,864422,915099,1003141,1042445,1086152,1129638,1183715,1255132,1318796,1486908
909,28118,44301,66383,0,82566,0,0,98749,0,0,0,114932,0,0,0,131115,0,0,0,0,0,147298,0,0,0,0,0,0,0,0,0,0,0,0,0
910,28067,46920,69801,89775,108628,167856,179875,198728,293571,345319,389382,408235,427683,469672,508534,527387,536312,560214,604294,632344,666649,685502,714605,723530,805010,875220,944393,1033404,0,0,0,0,0,0,0
911,28169,44336,0,0,60503,0,0,76670,0,0,0,92837,0,0,0,109004,0,0,0,0,0,125171,0,0,0,0,0,0,0,0,0,0,0,0,0
912,28016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,28152,89998,112064,131120,192966,249032,257905,319751,412792,442661,0,504507,0,0,0,566353,0,0,0,0,0,628199,0,0,0,0,0,0,0,0,0,0,0,0,0
914,28067,45474,0,0,62881,0,0,80288,0,0,0,97695,0,0,0,115102,0,0,0,0,0,132509,0,0,0,0,0,0,0,0,0,0,0,0,0
915,27914,94400,117026,136168,202654,258040,265740,332226,425691,0,0,492177,0,0,0,558663,0,0,0,0,0,625149,0,0,0,0,0,0,0,0,0,0,0,0,0
916,28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,27999,89488,111485,130576,192065,248232,259027,320516,415460,453216,498640,560129,0,0,0,621618,0,0,0,0,0,683107,0,0,0,0,0,0,0,0,0,0,0,0,0
918,27999,44080,0,0,60161,0,0,76242,0,0,0,92323,0,0,0,108404,0,0,0,0,0,124485,0,0,0,0,0,0,0,0,0,0,0,0,0
921,28050,63273,87888,106877,142100,0,0,177323,0,0,0,212546,0,0,0,247769,0,0,0,0,0,282992,0,0,0,0,0,0,0,0,0,0,0,0,0
922,27982,91238,114051,133465,196721,252344,263037,326293,0,0,0,389549,0,0,0,452805,0,0,0,0,0,516061,0,0,0,0,0,0,0,0,0,0,0,0,0
924,28050,44165,0,0,60280,0,0,76395,0,0,0,92510,0,0,0,108625,0,0,0,0,0,124740,0,0,0,0,0,0,0,0,0,0,0,0,0
926,28101,93618,115582,135217,200734,256358,267085,332602,427768,457790,501650,567167,0,0,0,632684,0,0,0,0,0,698201,0,0,0,0,0,0,0,0,0,0,0,0,0
927,28152,61421,83521,102577,135846,191588,203182,236451,0,0,0,269720,0,0,0,302989,0,0,0,0,0,336258,0,0,0,0,0,0,0,0,0,0,0,0,0
928,28220,61505,84012,103154,136439,200546,0,233831,0,0,0,267116,0,0,0,300401,0,0,0,0,0,333686,0,0,0,0,0,0,0,0,0,0,0,0,0
929,28186,44284,66298,0,82396,0,0,98494,0,0,0,114592,0,0,0,130690,0,0,0,0,0,146788,0,0,0,0,0,0,0,0,0,0,0,0,0
930,28118,63987,86477,105636,141505,201549,0,237418,0,0,0,273287,0,0,0,309156,0,0,0,0,0,345025,0,0,0,0,0,0,0,0,0,0,0,0,0
931,28135,61420,83452,102424,135709,191774,202450,235735,0,0,0,269020,0,0,0,302305,0,0,0,0,0,335590,0,0,0,0,0,0,0,0,0,0,0,0,0
932,27897,61761,84507,103530,137394,195516,0,229380,0,0,0,263244,0,0,0,297108,0,0,0,0,0,330972,0,0,0,0,0,0,0,0,0,0,0,0,0
933,27965,44132,69155,0,85322,0,0,101489,0,0,0,117656,0,0,0,133823,0,0,0,0,0,149990,0,0,0,0,0,0,0,0,0,0,0,0,0
934,28050,64514,89384,107523,143987,200477,211136,247600,340402,379756,427543,464007,480021,530425,584196,620660,0,0,0,0,0,657124,0,0,0,0,0,0,0,0,0,0,0,0,0
938,27982,61523,85951,105926,139467,0,0,173008,0,0,0,206549,0,0,0,240090,0,0,0,0,0,273631,0,0,0,0,0,0,0,0,0,0,0,0,0
939,28033,44063,0,0,60093,0,0,76123,0,0,0,92153,0,0,0,108183,0,0,0,0,0,124213,0,0,0,0,0,0,0,0,0,0,0,0,0
944,27897,46733,68764,89130,107966,164950,176969,195805,291361,321416,365786,384622,400755,441588,480364,499200,508396,532451,576668,614425,648305,667141,694969,704165,769139,842154,893187,955117,997940,1041290,1084894,1135485,1205797,1269921,1423549
947,28101,62118,86189,105314,139331,0,0,173348,0,0,0,207365,0,0,0,241382,0,0,0,0,0,275399,0,0,0,0,0,0,0,0,0,0,0,0,0
949,28339,51714,0,0,75089,0,0,98464,0,0,0,121839,0,0,0,145214,0,0,0,0,0,168589,0,0,0,0,0,0,0,0,0,0,0,0,0
950,28016,46937,69053,90116,109037,164627,175608,194529,289882,324578,368523,387444,403474,449272,496480,515401,525397,554637,603205,634111,667906,686827,726641,736637,808087,876172,932748,996072,1035393,1081905,1125662,1180232,1251003,1321332,1513703
952,28186,45203,0,0,62220,0,0,79237,0,0,0,96254,0,0,0,113271,0,0,0,0,0,130288,0,0,0,0,0,0,0,0,0,0,0,0,0
953,28084,44148,0,0,60212,0,0,76276,0,0,0,92340,0,0,0,108404,0,0,0,0,0,124468,0,0,0,0,0,0,0,0,0,0,0,0,0
954,27948,61267,83230,102338,135657,0,0,168976,0,0,0,202295,0,0,0,235614,0,0,0,0,0,268933,0,0,0,0,0,0,0,0,0,0,0,0,0
955,28118,92530,114493,133924,198336,253994,264874,329286,432561,0,0,496973,0,0,0,561385,0,0,0,0,0,625797,0,0,0,0,0,0,0,0,0,0,0,0,0
957,28084,61352,83298,102440,135708,0,0,168976,0,0,0,202244,0,0,0,235512,0,0,0,0,0,268780,0,0,0,0,0,0,0,0,0,0,0,0,0
958,28084,44149,0,0,60214,0,0,76279,0,0,0,92344,0,0,0,108409,0,0,0,0,0,124474,0,0,0,0,0,0,0,0,0,0,0,0,0
959,28050,100962,122959,142543,215455,270994,278763,351675,447198,0,0,520110,0,0,0,593022,0,0,0,0,0,665934,0,0,0,0,0,0,0,0,0,0,0,0,0
961,28084,64957,86954,106061,142934,200904,208690,245563,338739,369270,418586,455459,476726,0,0,513599,0,0,0,0,0,550472,0,0,0,0,0,0,0,0,0,0,0,0,0
963,28220,64021,87514,107115,142916,198472,206683,242484,335456,370544,415713,451514,467783,0,0,503584,0,0,0,0,0,539385,0,0,0,0,0,0,0,0,0,0,0,0,0
964,28067,44149,0,0,60231,0,0,76313,0,0,0,92395,0,0,0,108477,0,0,0,0,0,124559,0,0,0,0,0,0,0,0,0,0,0,0,0
965,28169,89708,111689,130848,192387,247926,255609,317148,410001,452229,500543,562082,0,0,0,623621,0,0,0,0,0,685160,0,0,0,0,0,0,0,0,0,0,0,0,0
966,28033,91153,113286,133771,196891,254435,264584,327704,422479,469789,518681,581801,0,0,0,644921,0,0,0,0,0,708041,0,0,0,0,0,0,0,0,0,0,0,0,0
968,28101,45848,0,0,63595,0,0,81342,0,0,0,99089,0,0,0,116836,0,0,0,0,0,134583,0,0,0,0,0,0,0,0,0,0,0,0,0
969,27931,98633,120596,139636,210338,266982,279833,350535,0,0,0,421237,0,0,0,491939,0,0,0,0,0,562641,0,0,0,0,0,0,0,0,0,0,0,0,0
971,28050,93160,116432,135557,200667,258127,269074,334184,0,0,0,399294,0,0,0,464404,0,0,0,0,0,529514,0,0,0,0,0,0,0,0,0,0,0,0,0
972,27897,46852,68237,87260,106215,163029,174061,193016,285003,315993,360346,379301,395569,435876,474720,493675,502021,526245,573573,603220,645923,664878,695036,703382,771007,853372,919264,1002682,1041901,1086253,1130588,1181571,1267301,1330863,1493620
973,28033,47634,69614,88806,108407,167074,174825,194426,292294,332159,383193,402794,418842,459216,504130,523731,533047,557016,601436,637255,671815,691416,719228,728544,797156,864373,915458,976334,1016216,1060262,1107182,1157773,1236075,1300981,1445191
974,27999,90643,114833,133890,196534,252498,263310,325954,419573,457143,0,519787,0,0,0,582431,0,0,0,0,0,645075,0,0,0,0,0,0,0,0,0,0,0,0,0
975,28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,28135,44234,66180,0,82279,0,0,98378,0,0,0,114477,0,0,0,130576,0,0,0,0,0,146675,0,0,0,0,0,0,0,0,0,0,0,0,0
977,28135,61437,83281,102321,135623,0,0,168925,0,0,0,202227,0,0,0,235529,0,0,0,0,0,268831,0,0,0,0,0,0,0,0,0,0,0,0,0
978,27999,44080,67642,0,83723,0,0,99804,0,0,0,115885,0,0,0,131966,0,0,0,0,0,148047,0,0,0,0,0,0,0,0,0,0,0,0,0
979,27948,44080,0,0,60212,0,0,76344,0,0,0,92476,0,0,0,108608,0,0,0,0,0,124740,0,0,0,0,0,0,0,0,0,0,0,0,0
981,27897,61199,84863,103937,137239,0,0,170541,0,0,0,203843,0,0,0,237145,0,0,0,0,0,270447,0,0,0,0,0,0,0,0,0,0,0,0,0
983,28118,46903,68901,88637,107422,163726,174368,193153,287179,318085,362013,380798,396981,438036,476915,495700,504098,528254,572199,604022,645399,664184,692591,700989,766387,846151,909475,979463,0,0,0,0,0,0,0
984,27982,44046,0,0,60110,0,0,76174,0,0,0,92238,0,0,0,108302,0,0,0,0,0,124366,0,0,0,0,0,0,0,0,0,0,0,0,0
985,28050,61998,84216,103086,137034,0,0,170982,0,0,0,204930,0,0,0,238878,0,0,0,0,0,272826,0,0,0,0,0,0,0,0,0,0,0,0,0
986,28067,90881,113320,132462,195276,250780,261421,324235,0,0,0,387049,0,0,0,449863,0,0,0,0,0,512677,0,0,0,0,0,0,0,0,0,0,0,0,0
987,28169,44182,0,0,60195,0,0,76208,0,0,0,92221,0,0,0,108234,0,0,0,0,0,124247,0,0,0,0,0,0,0,0,0,0,0,0,0
988,28135,89929,111841,130813,192607,248860,259484,321278,416733,0,0,478527,0,0,0,540321,0,0,0,0,0,602115,0,0,0,0,0,0,0,0,0,0,0,0,0
990,27999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,27999,44047,65942,85458,101506,0,0,117554,0,0,0,133602,0,0,0,149650,0,0,0,0,0,165698,0,0,0,0,0,0,0,0,0,0,0,0,0
993,27982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,28101,44183,66146,87838,103920,0,0,120002,0,0,0,136084,0,0,0,152166,0,0,0,0,0,168248,0,0,0,0,0,0,0,0,0,0,0,0,0
995,28135,61437,83366,103188,136490,193134,0,226436,0,0,0,259738,0,0,0,293040,0,0,0,0,0,326342,0,0,0,0,0,0,0,0,0,0,0,0,0
996,28237,44353,0,0,60469,0,0,76585,0,0,0,92701,0,0,0,108817,0,0,0,0,0,124933,0,0,0,0,0,0,0,0,0,0,0,0,0
997,28101,44216,0,0,60331,0,0,76446,0,0,0,92561,0,0,0,108676,0,0,0,0,0,124791,0,0,0,0,0,0,0,0,0,0,0,0,0
999,28016,44098,66979,0,83061,0,0,99143,0,0,0,115225,0,0,0,131307,0,0,0,0,0,147389,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,28067,61352,83962,103954,137239,0,0,170524,0,0,0,203809,0,0,0,237094,0,0,0,0,0,270379,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,27948,61318,86053,104260,137630,0,0,171000,0,0,0,204370,0,0,0,237740,0,0,0,0,0,271110,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,28169,44335,66298,0,82464,0,0,98630,0,0,0,114796,0,0,0,130962,0,0,0,0,0,147128,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,28084,44930,0,0,61776,0,0,78622,0,0,0,95468,0,0,0,112314,0,0,0,0,0,129160,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,28033,46971,68918,89131,108069,163438,171241,190179,284121,313887,357611,376549,392766,433277,471917,490855,502550,526519,578233,612572,654918,673856,711953,723648,0,0,0,0,0,0,0,0,0,0,0
1010,28152,46971,68968,87889,106708,164440,175439,194258,289645,320958,364546,383365,406127,446332,485686,504505,513685,537655,583351,611434,653270,672089,700020,709200,774292,857864,909798,970810,1010046,1053565,1099210,1182561,1258500,1325513,1561744
1011,28016,45168,0,0,62320,0,0,79472,0,0,0,96624,0,0,0,113776,0,0,0,0,0,130928,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,28084,47889,69886,88960,108765,164405,172191,191996,289406,319716,370036,389841,405940,446842,499236,519041,527336,551340,595285,623097,661261,681066,709099,717394,782333,846423,898851,961580,1001411,1044709,1088297,1155939,1245121,1308225,1470778
1014,27880,43928,65840,0,81888,0,0,97936,0,0,0,113984,0,0,0,130032,0,0,0,0,0,146080,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,28152,44641,66180,0,82669,0,0,99158,0,0,0,115647,0,0,0,132136,0,0,0,0,0,148625,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,28033,90576,112522,131800,194343,251021,263890,326433,0,0,0,388976,0,0,0,451519,0,0,0,0,0,514062,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,28033,44166,0,0,60299,0,0,76432,0,0,0,92565,0,0,0,108698,0,0,0,0,0,124831,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,27846,45338,0,0,62830,0,0,80322,0,0,0,97814,0,0,0,115306,0,0,0,0,0,132798,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,28101,48755,0,0,69409,0,0,90063,0,0,0,110717,0,0,0,131371,0,0,0,0,0,152025,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,28169,65092,86902,106435,143358,199321,207039,243962,339688,371886,420795,457718,473885,0,0,510808,0,0,0,0,0,547731,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,28033,44063,66587,0,82617,0,0,98647,0,0,0,114677,0,0,0,130707,0,0,0,0,0,146737,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,28050,44098,67541,0,83589,0,0,99637,0,0,0,115685,0,0,0,131733,0,0,0,0,0,147781,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,27965,61318,83792,103053,136406,194715,0,228068,0,0,0,261421,0,0,0,294774,0,0,0,0,0,328127,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,27965,46528,0,0,65091,0,0,83654,0,0,0,102217,0,0,0,120780,0,0,0,0,0,139343,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,28033,44013,66571,0,82551,0,0,98531,0,0,0,114511,0,0,0,130491,0,0,0,0,0,146471,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,27999,58972,80833,99958,130931,187047,197740,228713,324320,355362,399408,430381,446548,487483,534097,565070,603864,0,0,0,0,634837,0,673631,0,0,0,0,0,0,0,0,0,0,0
1029,28016,61539,83027,101965,135488,191299,0,224822,0,0,0,258345,0,0,0,291868,0,0,0,0,0,325391,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,27999,61166,83214,102305,135472,191724,202706,235873,0,0,0,269040,0,0,0,302207,0,0,0,0,0,335374,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,27914,61148,83111,102015,135249,207720,215489,248723,0,0,0,281957,0,0,0,315191,0,0,0,0,0,348425,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,28084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,28033,44540,67013,0,83520,0,0,100027,0,0,0,116534,0,0,0,133041,0,0,0,0,0,149548,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,27982,44131,0,0,60280,0,0,76429,0,0,0,92578,0,0,0,108727,0,0,0,0,0,124876,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,27965,90609,112436,132054,194698,250576,258243,320887,0,0,0,383531,0,0,0,446175,0,0,0,0,0,508819,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,28169,44233,66247,0,82311,0,0,98375,0,0,0,114439,0,0,0,130503,0,0,0,0,0,146567,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,27982,44114,0,0,60246,0,0,76378,0,0,0,92510,0,0,0,108642,0,0,0,0,0,124774,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,27914,44268,0,0,60622,0,0,76976,0,0,0,93330,0,0,0,109684,0,0,0,0,0,126038,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,28016,45101,0,0,62186,0,0,79271,0,0,0,96356,0,0,0,113441,0,0,0,0,0,130526,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,27948,44047,75904,0,92003,0,0,108102,0,0,0,124201,0,0,0,140300,0,0,0,0,0,156399,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,28016,44132,0,0,60248,0,0,76364,0,0,0,92480,0,0,0,108596,0,0,0,0,0,124712,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,28050,44234,67404,86240,102424,0,0,118608,0,0,0,134792,0,0,0,150976,0,0,0,0,0,167160,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,28084,44200,0,0,60316,0,0,76432,0,0,0,92548,0,0,0,108664,0,0,0,0,0,124780,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,28101,46376,0,0,64651,0,0,82926,0,0,0,101201,0,0,0,119476,0,0,0,0,0,137751,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,27965,44114,0,0,60263,0,0,76412,0,0,0,92561,0,0,0,108710,0,0,0,0,0,124859,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,28033,45186,81310,0,98463,0,0,115616,0,0,0,132769,0,0,0,149922,0,0,0,0,0,167075,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,28084,44233,102270,0,118419,0,0,134568,0,0,0,150717,0,0,0,166866,0,0,0,0,0,183015,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,28101,44114,0,0,60127,0,0,76140,0,0,0,92153,0,0,0,108166,0,0,0,0,0,124179,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,27914,43961,0,0,60008,0,0,76055,0,0,0,92102,0,0,0,108149,0,0,0,0,0,124196,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,28067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,27931,44812,0,0,61693,0,0,78574,0,0,0,95455,0,0,0,112336,0,0,0,0,0,129217,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,27999,44064,0,0,60129,0,0,76194,0,0,0,92259,0,0,0,108324,0,0,0,0,0,124389,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,28101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,27999,44098,0,0,60197,0,0,76296,0,0,0,92395,0,0,0,108494,0,0,0,0,0,124593,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,27948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,27965,44030,0,0,60095,0,0,76160,0,0,0,92225,0,0,0,108290,0,0,0,0,0,124355,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,27965,44114,65890,85066,101215,0,0,117364,0,0,0,133513,0,0,0,149662,0,0,0,0,0,165811,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,27846,43860,0,0,59874,0,0,75888,0,0,0,91902,0,0,0,107916,0,0,0,0,0,123930,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,28135,44183,0,0,60231,0,0,76279,0,0,0,92327,0,0,0,108375,0,0,0,0,0,124423,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,28118,44182,0,0,60246,0,0,76310,0,0,0,92374,0,0,0,108438,0,0,0,0,0,124502,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,28050,44216,0,0,60382,0,0,76548,0,0,0,92714,0,0,0,108880,0,0,0,0,0,125046,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,27965,44013,0,0,60061,0,0,76109,0,0,0,92157,0,0,0,108205,0,0,0,0,0,124253,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,28101,44233,0,0,60365,0,0,76497,0,0,0,92629,0,0,0,108761,0,0,0,0,0,124893,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,27931,44081,0,0,60231,0,0,76381,0,0,0,92531,0,0,0,108681,0,0,0,0,0,124831,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,27948,44047,0,0,60146,0,0,76245,0,0,0,92344,0,0,0,108443,0,0,0,0,0,124542,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,27931,43944,0,0,59957,0,0,75970,0,0,0,91983,0,0,0,107996,0,0,0,0,0,124009,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,27982,44131,0,0,60280,0,0,76429,0,0,0,92578,0,0,0,108727,0,0,0,0,0,124876,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,28016,44115,0,0,60214,0,0,76313,0,0,0,92412,0,0,0,108511,0,0,0,0,0,124610,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,28067,44608,66130,84966,101507,0,0,118048,0,0,0,134589,0,0,0,151130,0,0,0,0,0,167671,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,28050,44165,0,0,60280,0,0,76395,0,0,0,92510,0,0,0,108625,0,0,0,0,0,124740,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,27948,43979,0,0,60010,0,0,76041,0,0,0,92072,0,0,0,108103,0,0,0,0,0,124134,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,27914,43961,77552,0,93599,0,0,109646,0,0,0,125693,0,0,0,141740,0,0,0,0,0,157787,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,27914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,28135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,27897,44013,0,0,60129,0,0,76245,0,0,0,92361,0,0,0,108477,0,0,0,0,0,124593,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,27880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,27965,43979,0,0,59993,0,0,76007,0,0,0,92021,0,0,0,108035,0,0,0,0,0,124049,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,27863,43979,0,0,60095,0,0,76211,0,0,0,92327,0,0,0,108443,0,0,0,0,0,124559,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,28135,44131,0,0,60127,0,0,76123,0,0,0,92119,0,0,0,108115,0,0,0,0,0,124111,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,27914,43927,65873,0,81886,0,0,97899,0,0,0,113912,0,0,0,129925,0,0,0,0,0,145938,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,28203,89658,111604,130661,192116,250307,258942,320397,0,0,0,381852,0,0,0,443307,0,0,0,0,0,504762,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,28033,46835,70039,89572,108374,163964,175082,193884,288744,323849,368575,387377,408456,450514,490175,508977,517340,541446,585611,626190,678277,697079,726557,734920,801134,875526,926322,986093,1025397,1068509,1112556,1164252,1258992,1324952,1473446
1108,27914,44658,0,0,61402,0,0,78146,0,0,0,94890,0,0,0,111634,0,0,0,0,0,128378,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,27999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,27965,44029,66707,86189,102253,0,0,118317,0,0,0,134381,0,0,0,150445,0,0,0,0,0,166509,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,28067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,27965,61200,84829,103852,137087,194512,206275,239510,0,0,0,272745,0,0,0,305980,0,0,0,0,0,339215,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,28067,44132,66469,0,82534,0,0,98599,0,0,0,114664,0,0,0,130729,0,0,0,0,0,146794,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,28067,44421,66520,0,82874,0,0,99228,0,0,0,115582,0,0,0,131936,0,0,0,0,0,148290,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,28135,64243,87073,106113,142221,197657,208367,244475,341324,391949,443306,479414,514858,0,0,550966,0,0,0,0,0,587074,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,28033,61233,83145,102202,135402,0,0,168602,0,0,0,201802,0,0,0,235002,0,0,0,0,0,268202,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,28050,44098,66333,88909,104957,0,0,121005,0,0,0,137053,0,0,0,153101,0,0,0,0,0,169149,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,27982,44455,0,0,60928,0,0,77401,0,0,0,93874,0,0,0,110347,0,0,0,0,0,126820,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,27982,46869,68849,87940,106827,162144,169794,188681,282640,312797,360176,379063,395110,445260,484478,503365,511627,536667,581037,608934,642678,661565,690872,699134,764039,831087,886898,946176,988421,1031465,1076939,1127820,1226420,1290186,1454541
1130,28050,61369,83145,101964,135283,196364,204592,237911,0,0,0,271230,0,0,0,304549,0,0,0,0,0,337868,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,28033,46835,68730,87702,106504,162026,171376,190178,288897,325804,369527,388329,405958,456515,498657,517459,525720,549638,595690,623485,697978,716780,748434,756695,822740,894242,979344,1056931,1096184,1153593,1196807,1257411,1328793,1394362,1582942
1132,27999,46903,69087,90082,108986,164320,171987,190891,285019,316196,359818,378722,395466,437472,480856,499760,508124,532858,578350,606145,642609,661513,690208,698572,763529,847066,909455,968665,1008411,1051641,1098170,1156360,1237195,1300180,1496665
1134,28016,44149,0,0,60282,0,0,76415,0,0,0,92548,0,0,0,108681,0,0,0,0,0,124814,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,27965,61216,83435,102594,135845,0,0,169096,0,0,0,202347,0,0,0,235598,0,0,0,0,0,268849,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,27965,44114,66214,0,82363,0,0,98512,0,0,0,114661,0,0,0,130810,0,0,0,0,0,146959,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,28016,95403,117434,137307,204694,262748,271622,339009,0,0,0,406396,0,0,0,473783,0,0,0,0,0,541170,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,28084,44761,0,0,61438,0,0,78115,0,0,0,94792,0,0,0,111469,0,0,0,0,0,128146,0,0,0,0,0,0,0,0,0,0,0,0,0
